customer_id,total_spend,avg_order_value,total_orders,promo_ratio,avg_review_rating,previous_purchases,subscription_status,shipping_type,season,customer_segment,loyalty_score,satisfaction_flag
110,85,85.0,1,1.0,2.6,43,1,Next Day Air,Spring,Discount Driven,18.119999999999997,Unsatisfied
111,26,26.0,1,1.0,4.0,26,1,Standard,Summer,Discount Driven,11.600000000000001,Satisfied
112,75,75.0,1,1.0,5.0,9,1,Free Shipping,Summer,Discount Driven,5.0,Satisfied
113,65,65.0,1,1.0,4.3,28,1,Free Shipping,Spring,Discount Driven,12.46,Satisfied
114,54,54.0,1,1.0,3.1,20,1,Next Day Air,Winter,Discount Driven,9.02,Unsatisfied
115,95,95.0,1,1.0,3.7,9,1,Store Pickup,Summer,Discount Driven,4.74,Satisfied
116,94,94.0,1,1.0,3.8,48,1,Standard,Spring,Discount Driven,20.360000000000003,Satisfied
117,86,86.0,1,1.0,3.4,12,1,Free Shipping,Spring,Discount Driven,5.880000000000001,Unsatisfied
118,32,32.0,1,1.0,4.6,29,1,Express,Summer,Discount Driven,12.920000000000002,Satisfied
119,45,45.0,1,1.0,4.8,27,1,2-Day Shipping,Fall,Discount Driven,12.16,Satisfied
120,76,76.0,1,1.0,4.3,44,1,Express,Fall,Discount Driven,18.86,Satisfied
121,84,84.0,1,1.0,4.0,32,1,Express,Summer,Discount Driven,14.000000000000002,Satisfied
122,72,72.0,1,1.0,4.2,11,1,Standard,Winter,Discount Driven,5.640000000000001,Satisfied
123,40,40.0,1,1.0,4.8,44,1,2-Day Shipping,Spring,Discount Driven,18.96,Satisfied
124,89,89.0,1,1.0,3.1,46,1,Free Shipping,Fall,Discount Driven,19.42,Unsatisfied
125,86,86.0,1,1.0,3.1,50,1,Next Day Air,Spring,Discount Driven,21.02,Unsatisfied
126,54,54.0,1,1.0,3.6,45,1,Next Day Air,Winter,Discount Driven,19.119999999999997,Satisfied
127,36,36.0,1,1.0,3.9,48,1,Store Pickup,Spring,Discount Driven,20.380000000000003,Satisfied
128,89,89.0,1,1.0,4.8,26,1,Next Day Air,Winter,Discount Driven,11.760000000000002,Satisfied
129,32,32.0,1,1.0,4.7,21,1,Standard,Spring,Discount Driven,9.74,Satisfied
130,67,67.0,1,1.0,4.2,49,1,2-Day Shipping,Summer,Discount Driven,20.84,Satisfied
131,39,39.0,1,1.0,3.7,13,1,Next Day Air,Fall,Discount Driven,6.340000000000001,Satisfied
132,29,29.0,1,1.0,3.9,46,1,Standard,Summer,Discount Driven,19.580000000000002,Satisfied
133,58,58.0,1,1.0,4.7,42,1,2-Day Shipping,Fall,Discount Driven,18.14,Satisfied
134,65,65.0,1,1.0,2.5,25,1,Next Day Air,Winter,Discount Driven,10.9,Unsatisfied
135,94,94.0,1,1.0,4.9,25,1,Store Pickup,Fall,Discount Driven,11.38,Satisfied
136,81,81.0,1,1.0,4.1,12,1,Express,Fall,Discount Driven,6.020000000000001,Satisfied
137,86,86.0,1,1.0,3.3,4,1,Free Shipping,Winter,Discount Driven,2.66,Unsatisfied
138,43,43.0,1,1.0,4.7,38,1,Free Shipping,Spring,Discount Driven,16.540000000000003,Satisfied
139,29,29.0,1,1.0,4.4,42,1,Store Pickup,Winter,Discount Driven,18.08,Satisfied
140,95,95.0,1,1.0,3.8,30,1,Store Pickup,Fall,Discount Driven,13.16,Satisfied
141,28,28.0,1,1.0,3.9,50,1,2-Day Shipping,Fall,Discount Driven,21.18,Satisfied
142,46,46.0,1,1.0,4.9,45,1,Free Shipping,Fall,Discount Driven,19.38,Satisfied
143,58,58.0,1,1.0,3.1,33,1,Free Shipping,Fall,Discount Driven,14.220000000000002,Unsatisfied
144,48,48.0,1,1.0,2.7,25,1,Store Pickup,Fall,Discount Driven,10.940000000000001,Unsatisfied
145,43,43.0,1,1.0,3.2,25,1,Express,Fall,Discount Driven,11.040000000000001,Unsatisfied
146,95,95.0,1,1.0,4.5,44,1,Standard,Fall,Discount Driven,18.9,Satisfied
147,30,30.0,1,1.0,4.0,21,1,Standard,Fall,Discount Driven,9.600000000000001,Satisfied
148,64,64.0,1,1.0,3.5,31,1,2-Day Shipping,Summer,Discount Driven,13.5,Satisfied
149,90,90.0,1,1.0,2.6,47,1,Store Pickup,Fall,Discount Driven,19.72,Unsatisfied
150,76,76.0,1,1.0,3.2,14,1,Free Shipping,Summer,Discount Driven,6.640000000000001,Unsatisfied
151,96,96.0,1,1.0,4.9,17,1,Standard,Fall,Discount Driven,8.180000000000001,Satisfied
152,47,47.0,1,1.0,4.5,3,1,Next Day Air,Fall,Discount Driven,2.5,Satisfied
153,85,85.0,1,1.0,4.3,42,1,Express,Summer,Discount Driven,18.06,Satisfied
154,55,55.0,1,1.0,3.2,22,1,Standard,Winter,Discount Driven,9.840000000000002,Unsatisfied
155,98,98.0,1,1.0,3.6,21,1,Next Day Air,Fall,Discount Driven,9.520000000000001,Satisfied
156,77,77.0,1,1.0,4.3,21,1,Free Shipping,Spring,Discount Driven,9.66,Satisfied
157,26,26.0,1,1.0,4.0,40,1,Standard,Fall,Discount Driven,17.2,Satisfied
158,68,68.0,1,1.0,3.0,1,1,Next Day Air,Fall,Discount Driven,1.4000000000000001,Unsatisfied
159,73,73.0,1,1.0,4.1,50,1,Standard,Fall,Discount Driven,21.22,Satisfied
160,27,27.0,1,1.0,3.8,39,1,Store Pickup,Fall,Discount Driven,16.76,Satisfied
161,23,23.0,1,1.0,4.6,34,1,Free Shipping,Summer,Discount Driven,14.920000000000002,Satisfied
162,49,49.0,1,1.0,3.0,29,1,Express,Fall,Discount Driven,12.600000000000001,Unsatisfied
163,74,74.0,1,1.0,3.0,31,1,Store Pickup,Summer,Discount Driven,13.4,Unsatisfied
164,67,67.0,1,1.0,3.4,8,1,Standard,Summer,Discount Driven,4.28,Unsatisfied
165,65,65.0,1,1.0,2.6,5,1,Free Shipping,Spring,Discount Driven,2.92,Unsatisfied
166,60,60.0,1,1.0,2.8,7,1,Store Pickup,Winter,Discount Driven,3.7600000000000002,Unsatisfied
167,31,31.0,1,1.0,4.0,30,1,Store Pickup,Fall,Discount Driven,13.200000000000001,Satisfied
168,27,27.0,1,1.0,4.0,14,1,Express,Fall,Discount Driven,6.800000000000001,Satisfied
169,80,80.0,1,1.0,3.0,5,1,Express,Summer,Discount Driven,3.0,Unsatisfied
170,30,30.0,1,1.0,3.3,3,1,Standard,Summer,Discount Driven,2.2600000000000002,Unsatisfied
171,25,25.0,1,1.0,2.6,46,1,Store Pickup,Fall,Discount Driven,19.32,Unsatisfied
172,35,35.0,1,1.0,3.6,4,1,Store Pickup,Summer,Discount Driven,2.72,Satisfied
173,67,67.0,1,1.0,3.9,42,1,Next Day Air,Summer,Discount Driven,17.98,Satisfied
174,46,46.0,1,1.0,3.4,30,1,Standard,Fall,Discount Driven,13.08,Unsatisfied
175,35,35.0,1,1.0,3.5,37,1,Express,Winter,Discount Driven,15.9,Satisfied
176,86,86.0,1,1.0,2.8,2,1,Next Day Air,Fall,Discount Driven,1.7600000000000002,Unsatisfied
177,81,81.0,1,1.0,2.7,30,1,Next Day Air,Spring,Discount Driven,12.940000000000001,Unsatisfied
178,42,42.0,1,1.0,3.7,47,1,Next Day Air,Fall,Discount Driven,19.939999999999998,Satisfied
179,43,43.0,1,1.0,4.3,21,1,2-Day Shipping,Fall,Discount Driven,9.66,Satisfied
180,31,31.0,1,1.0,4.9,9,1,Store Pickup,Fall,Discount Driven,4.98,Satisfied
181,81,81.0,1,1.0,3.3,12,1,Store Pickup,Fall,Discount Driven,5.860000000000001,Unsatisfied
182,61,61.0,1,1.0,4.7,4,1,Next Day Air,Summer,Discount Driven,2.94,Satisfied
183,96,96.0,1,1.0,2.8,10,1,Store Pickup,Summer,Discount Driven,4.96,Unsatisfied
184,29,29.0,1,1.0,3.6,26,1,2-Day Shipping,Spring,Discount Driven,11.520000000000001,Satisfied
185,33,33.0,1,1.0,3.0,40,1,Express,Spring,Discount Driven,17.0,Unsatisfied
186,32,32.0,1,1.0,4.5,34,1,Store Pickup,Summer,Discount Driven,14.900000000000002,Satisfied
187,56,56.0,1,1.0,2.9,31,1,Standard,Summer,Discount Driven,13.38,Unsatisfied
188,94,94.0,1,1.0,3.3,1,1,Store Pickup,Spring,Discount Driven,1.46,Unsatisfied
189,53,53.0,1,1.0,3.1,5,1,Express,Spring,Discount Driven,3.02,Unsatisfied
190,82,82.0,1,1.0,4.4,4,1,Next Day Air,Fall,Discount Driven,2.88,Satisfied
191,70,70.0,1,1.0,3.0,48,1,Free Shipping,Fall,Discount Driven,20.200000000000003,Unsatisfied
192,76,76.0,1,1.0,3.9,29,1,Free Shipping,Fall,Discount Driven,12.780000000000001,Satisfied
193,29,29.0,1,1.0,2.9,12,1,Express,Summer,Discount Driven,5.780000000000001,Unsatisfied
194,100,100.0,1,1.0,3.0,29,1,Standard,Fall,Discount Driven,12.600000000000001,Unsatisfied
195,94,94.0,1,1.0,3.1,15,1,Express,Spring,Discount Driven,7.0200000000000005,Unsatisfied
196,25,25.0,1,1.0,4.3,34,1,Free Shipping,Fall,Discount Driven,14.860000000000001,Satisfied
197,88,88.0,1,1.0,3.9,41,1,Next Day Air,Summer,Discount Driven,17.580000000000002,Satisfied
198,78,78.0,1,1.0,3.2,41,1,2-Day Shipping,Fall,Discount Driven,17.44,Unsatisfied
199,45,45.0,1,1.0,4.8,39,1,Standard,Winter,Discount Driven,16.96,Satisfied
200,73,73.0,1,1.0,3.8,32,1,Express,Summer,Discount Driven,13.96,Satisfied
201,61,61.0,1,1.0,3.3,29,1,Next Day Air,Summer,Discount Driven,12.660000000000002,Unsatisfied
202,22,22.0,1,1.0,4.3,15,1,Free Shipping,Fall,Discount Driven,7.260000000000001,Satisfied
203,38,38.0,1,1.0,2.7,33,1,Express,Spring,Discount Driven,14.14,Unsatisfied
204,38,38.0,1,1.0,3.2,18,1,Next Day Air,Fall,Discount Driven,8.24,Unsatisfied
205,100,100.0,1,1.0,4.0,35,1,Store Pickup,Fall,Discount Driven,15.200000000000001,Satisfied
206,64,64.0,1,1.0,3.0,25,1,Standard,Winter,Discount Driven,11.0,Unsatisfied
207,55,55.0,1,1.0,4.2,6,1,Free Shipping,Summer,Discount Driven,3.6400000000000006,Satisfied
208,91,91.0,1,1.0,2.9,17,1,Express,Summer,Discount Driven,7.780000000000001,Unsatisfied
209,38,38.0,1,1.0,4.1,17,1,Store Pickup,Spring,Discount Driven,8.020000000000001,Satisfied
210,97,97.0,1,1.0,3.2,44,1,Store Pickup,Winter,Discount Driven,18.64,Unsatisfied
211,22,22.0,1,1.0,3.0,6,1,2-Day Shipping,Fall,Discount Driven,3.4000000000000004,Unsatisfied
212,92,92.0,1,1.0,4.2,45,1,2-Day Shipping,Fall,Discount Driven,19.24,Satisfied
213,84,84.0,1,1.0,4.2,7,1,Express,Fall,Discount Driven,4.04,Satisfied
214,93,93.0,1,1.0,4.4,11,1,Store Pickup,Fall,Discount Driven,5.680000000000001,Satisfied
215,50,50.0,1,1.0,4.2,41,1,Next Day Air,Summer,Discount Driven,17.64,Satisfied
216,64,64.0,1,1.0,2.8,24,1,2-Day Shipping,Spring,Discount Driven,10.560000000000002,Unsatisfied
217,61,61.0,1,1.0,3.7,21,1,Free Shipping,Spring,Discount Driven,9.540000000000001,Satisfied
218,48,48.0,1,1.0,3.5,24,1,Next Day Air,Winter,Discount Driven,10.700000000000001,Satisfied
219,45,45.0,1,1.0,2.9,8,1,Store Pickup,Spring,Discount Driven,4.18,Unsatisfied
220,88,88.0,1,1.0,3.0,12,1,Free Shipping,Spring,Discount Driven,5.800000000000001,Unsatisfied
221,57,57.0,1,1.0,3.7,48,1,Express,Spring,Discount Driven,20.34,Satisfied
222,68,68.0,1,1.0,4.4,6,1,Store Pickup,Summer,Discount Driven,3.6800000000000006,Satisfied
223,94,94.0,1,1.0,4.5,14,1,2-Day Shipping,Spring,Discount Driven,6.900000000000001,Satisfied
224,41,41.0,1,1.0,4.8,34,1,Free Shipping,Spring,Discount Driven,14.96,Satisfied
225,83,83.0,1,1.0,2.9,12,1,Free Shipping,Summer,Discount Driven,5.780000000000001,Unsatisfied
226,22,22.0,1,1.0,3.2,11,1,Next Day Air,Spring,Discount Driven,5.440000000000001,Unsatisfied
227,74,74.0,1,1.0,3.3,5,1,Free Shipping,Spring,Discount Driven,3.06,Unsatisfied
228,90,90.0,1,1.0,4.2,25,1,Standard,Winter,Discount Driven,11.24,Satisfied
229,79,79.0,1,1.0,2.9,11,1,Store Pickup,Spring,Discount Driven,5.380000000000001,Unsatisfied
230,28,28.0,1,1.0,4.6,27,1,Next Day Air,Spring,Discount Driven,12.120000000000001,Satisfied
231,88,88.0,1,1.0,4.1,43,1,Standard,Fall,Discount Driven,18.419999999999998,Satisfied
232,26,26.0,1,1.0,3.1,18,1,2-Day Shipping,Spring,Discount Driven,8.22,Unsatisfied
233,27,27.0,1,1.0,4.2,32,1,Express,Winter,Discount Driven,14.040000000000001,Satisfied
234,83,83.0,1,1.0,4.5,27,1,Next Day Air,Fall,Discount Driven,12.100000000000001,Satisfied
235,39,39.0,1,1.0,3.7,24,1,Next Day Air,Summer,Discount Driven,10.740000000000002,Satisfied
236,89,89.0,1,1.0,3.7,31,1,Free Shipping,Winter,Discount Driven,13.540000000000001,Satisfied
237,68,68.0,1,1.0,3.4,39,1,Next Day Air,Winter,Discount Driven,16.68,Unsatisfied
238,90,90.0,1,1.0,3.0,36,1,Store Pickup,Summer,Discount Driven,15.4,Unsatisfied
239,34,34.0,1,1.0,4.2,5,1,Free Shipping,Fall,Discount Driven,3.24,Satisfied
240,51,51.0,1,1.0,2.9,47,1,Express,Summer,Discount Driven,19.779999999999998,Unsatisfied
241,45,45.0,1,1.0,3.5,29,1,Free Shipping,Winter,Discount Driven,12.700000000000001,Satisfied
242,88,88.0,1,1.0,4.1,43,1,Free Shipping,Winter,Discount Driven,18.419999999999998,Satisfied
243,85,85.0,1,1.0,4.3,40,1,Store Pickup,Summer,Discount Driven,17.259999999999998,Satisfied
244,100,100.0,1,1.0,2.8,4,1,2-Day Shipping,Winter,Discount Driven,2.56,Unsatisfied
245,42,42.0,1,1.0,4.9,39,1,2-Day Shipping,Spring,Discount Driven,16.98,Satisfied
246,53,53.0,1,1.0,3.3,45,1,Next Day Air,Summer,Discount Driven,19.06,Unsatisfied
247,86,86.0,1,1.0,3.2,20,1,Express,Spring,Discount Driven,9.040000000000001,Unsatisfied
248,66,66.0,1,1.0,4.4,14,1,Standard,Spring,Discount Driven,6.880000000000001,Satisfied
249,100,100.0,1,1.0,4.8,33,1,Express,Winter,Discount Driven,14.560000000000002,Satisfied
250,47,47.0,1,1.0,4.2,18,1,Standard,Fall,Discount Driven,8.440000000000001,Satisfied
251,25,25.0,1,1.0,4.0,9,1,Express,Fall,Discount Driven,4.8,Satisfied
252,51,51.0,1,1.0,2.5,34,1,Standard,Winter,Discount Driven,14.500000000000002,Unsatisfied
253,41,41.0,1,1.0,3.9,33,1,Free Shipping,Summer,Discount Driven,14.38,Satisfied
254,73,73.0,1,1.0,4.9,15,1,2-Day Shipping,Winter,Discount Driven,7.380000000000001,Satisfied
255,42,42.0,1,1.0,3.5,4,1,Store Pickup,Winter,Discount Driven,2.7,Satisfied
256,20,20.0,1,1.0,4.2,25,1,Free Shipping,Spring,Discount Driven,11.24,Satisfied
257,30,30.0,1,1.0,4.7,20,1,Express,Spring,Discount Driven,9.34,Satisfied
258,53,53.0,1,1.0,4.5,5,1,Express,Summer,Discount Driven,3.3,Satisfied
259,74,74.0,1,1.0,2.8,16,1,Express,Spring,Discount Driven,7.36,Unsatisfied
260,57,57.0,1,1.0,2.9,13,1,Standard,Fall,Discount Driven,6.180000000000001,Unsatisfied
261,57,57.0,1,1.0,3.2,11,1,2-Day Shipping,Winter,Discount Driven,5.440000000000001,Unsatisfied
262,77,77.0,1,1.0,4.9,21,1,Standard,Winter,Discount Driven,9.780000000000001,Satisfied
263,40,40.0,1,1.0,,6,1,Next Day Air,Summer,Discount Driven,,Unsatisfied
264,46,46.0,1,1.0,4.3,29,1,Store Pickup,Summer,Discount Driven,12.860000000000001,Satisfied
265,78,78.0,1,1.0,3.9,15,1,Store Pickup,Fall,Discount Driven,7.180000000000001,Satisfied
266,59,59.0,1,1.0,3.2,17,1,2-Day Shipping,Spring,Discount Driven,7.840000000000002,Unsatisfied
267,75,75.0,1,1.0,3.1,32,1,Express,Summer,Discount Driven,13.82,Unsatisfied
